Tonga,Gloss,Type,Status,C1,C2,Vowel,Time,F0,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,1,200.6786139,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,2,196.2214741,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,3,191.9715986,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,4,188.032686,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,5,184.9180106,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,6,182.9388014,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,7,181.8019055,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,8,181.5976156,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,9,182.5773924,
wa-ku-cep-a 3,be inadequate,A-H-2,stem,c,p,e,10,184.0036982,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,1,188.46836,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,2,189.4304766,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,3,188.8028289,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,4,187.9290862,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,5,187.5899389,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,6,189.1135082,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,7,192.0985213,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,8,194.7690217,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,9,195.4861578,
wa-ku-cep-a 3,be inadequate,A-H-2,final vowel,c,p,a,10,198.0536187,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,1,173.2938933,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,2,173.7985188,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,3,174.2255219,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,4,174.4676205,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,5,175.3234942,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,6,176.6035166,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,7,179.4714,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,8,182.829243,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,9,187.474207,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,prefix,fy,t,a,10,190.2525099,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,1,199.1667818,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,2,201.0653037,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,3,202.9638255,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,4,204.8623474,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,5,206.1032361,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,6,206.613788,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,7,207.1243398,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,8,207.6348917,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,9,207.599127,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,ku-,fy,t,u,10,207.5331637,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,1,204.3282566,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,2,200.2422494,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,3,196.2409884,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,4,192.593365,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,5,189.9198331,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,6,188.5112843,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,7,187.9300078,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,8,188.1129169,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,9,189.1118689,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,stem,fy,t,o,10,190.5905979,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,1,194.6275234,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,2,195.7915964,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,3,195.4360455,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,4,194.0431978,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,5,193.2794637,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,6,194.3502039,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,7,197.2368734,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,8,201.0288643,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,9,201.5667342,
wa-ku-fyot-a 1,be narrow at one end,A-H-2,final vowel,fy,t,a,10,203.9252618,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,1,165.8211164,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,2,166.4423119,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,3,167.0197975,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,4,167.3643474,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,5,168.0345546,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,6,169.4096676,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,7,171.4970572,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,8,174.3748662,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,9,178.1448351,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,prefix,fy,t,a,10,182.434292,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,1,194.1462039,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,2,198.0178774,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,3,201.889551,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,4,204.9964458,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,5,207.3843841,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,6,209.7132235,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,7,210.1875183,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,8,210.6618131,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,9,210.0294654,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,ku-,fy,t,u,10,208.4781458,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,1,199.8244755,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,2,193.667807,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,3,187.9234145,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,4,182.8670425,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,5,178.9368671,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,6,176.3321538,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,7,174.6052535,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,8,174.6716189,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,9,175.9541345,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,stem,fy,t,o,10,178.1247942,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,1,183.5879439,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,2,186.0361971,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,3,187.9393961,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,4,189.5873301,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,5,191.1026672,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,6,192.5937485,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,7,194.4443493,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,8,194.5286017,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,9,195.603576,
wa-ku-fyot-a 2,be narrow at one end,A-H-2,final vowel,fy,t,a,10,197.3588338,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,1,174.2292832,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,2,174.7491252,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,3,175.2159598,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,4,175.5581853,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,5,176.1931337,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,6,177.0257847,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,7,178.9960762,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,8,181.3472455,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,9,184.7298113,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,prefix,fy,t,a,10,186.8028689,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,1,194.6282235,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,2,198.493687,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,3,202.3591505,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,4,205.2785057,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,5,207.8914856,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,6,209.5699744,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,7,210.3533872,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,8,210.5744618,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,9,209.2450724,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,ku-,fy,t,u,10,207.938545,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,1,200.8801439,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,2,195.351917,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,3,190.0830632,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,4,185.2867463,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,5,181.1865961,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,6,178.7099018,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,7,177.3378326,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,8,177.0513164,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,9,177.8498984,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,stem,fy,t,o,10,179.996613,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,1,185.1035418,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,2,188.3389305,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,3,191.0541896,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,4,193.4347234,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,5,195.4196465,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,6,197.6351874,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,7,199.8512339,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,8,200.903675,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,9,201.5470979,
wa-ku-fyot-a 3,be narrow at one end,A-H-2,final vowel,fy,t,a,10,202.6523796,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,1,168.8353311,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,2,169.611845,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,3,170.2711068,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,4,170.8169964,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,5,171.3436802,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,6,172.1192622,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,7,174.1045796,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,8,177.0646182,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,9,181.0119317,
wa-ku-lakw-a 1,go astray,A-H-2,prefix,l,kw,a,10,185.2635084,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,1,193.1736069,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,2,196.5045566,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,3,199.6228835,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,4,201.8343991,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,5,203.423136,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,6,203.9952232,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,7,203.5562829,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,8,202.3540563,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,9,200.6484017,
wa-ku-lakw-a 1,go astray,A-H-2,ku-,l,kw,u,10,198.7835528,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,1,193.9117068,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,2,190.9641234,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,3,188.3925055,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,4,186.190199,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,5,184.4763007,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,6,183.4191517,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,7,182.8035147,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,8,182.6202306,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,9,183.0291488,
wa-ku-lakw-a 1,go astray,A-H-2,stem,l,kw,a,10,183.9001387,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,1,187.8810004,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,2,190.3967884,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,3,192.9652795,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,4,195.4730328,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,5,197.7371643,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,6,199.834828,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,7,201.1086766,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,8,201.5988757,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,9,202.5916666,
wa-ku-lakw-a 1,go astray,A-H-2,final vowel,l,kw,a,10,203.8384101,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,1,163.9746183,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,2,164.5957032,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,3,165.2581342,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,4,166.0133444,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,5,167.5384781,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,6,169.5424927,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,7,173.1243913,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,8,177.084438,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,9,181.8666218,
wa-ku-lakw-a 2,go astray,A-H-2,prefix,l,kw,a,10,184.404721,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,1,193.7034402,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,2,197.1910954,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,3,200.2884352,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,4,202.2205358,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,5,203.1691268,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,6,203.1413985,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,7,201.6607078,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,8,199.7012371,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,9,197.3233296,
wa-ku-lakw-a 2,go astray,A-H-2,ku-,l,kw,u,10,195.4527691,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,1,190.6295184,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,2,187.4145849,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,3,184.9267393,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,4,183.1418302,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,5,181.9741604,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,6,181.2627576,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,7,180.6080206,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,8,180.5065947,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,9,180.9859662,
wa-ku-lakw-a 2,go astray,A-H-2,stem,l,kw,a,10,182.196089,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,1,187.4771376,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,2,190.2653933,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,3,193.0621342,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,4,195.7737823,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,5,198.2681439,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,6,200.0892623,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,7,201.000858,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,8,201.4067194,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,9,202.176782,
wa-ku-lakw-a 2,go astray,A-H-2,final vowel,l,kw,a,10,203.2731699,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,1,170.4067308,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,2,171.2087215,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,3,171.9918458,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,4,172.6731217,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,5,173.5631903,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,6,174.9124375,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,7,176.8191543,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,8,179.3573758,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,9,182.2139845,
wa-ku-lakw-a 3,go astray,A-H-2,prefix,l,kw,a,10,185.2614995,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,1,192.4387782,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,2,195.0953064,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,3,197.4557557,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,4,199.1414541,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,5,199.9832482,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,6,200.2853838,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,7,199.3053029,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,8,198.0776075,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,9,196.3944573,
wa-ku-lakw-a 3,go astray,A-H-2,ku-,l,kw,u,10,195.4253877,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,1,191.5116708,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,2,188.9093604,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,3,186.653885,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,4,184.7459372,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,5,183.238282,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,6,182.3215522,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,7,181.804694,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,8,181.6848404,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,9,182.0790385,
wa-ku-lakw-a 3,go astray,A-H-2,stem,l,kw,a,10,183.2382617,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,1,187.4870173,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,2,190.424472,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,3,193.4599414,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,4,196.4031426,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,5,199.0204935,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,6,200.9491708,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,7,201.3702828,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,8,202.0003738,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,9,202.9332934,
wa-ku-lakw-a 3,go astray,A-H-2,final vowel,l,kw,a,10,203.9108048,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,1,167.5108243,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,2,168.5798363,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,3,169.4768942,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,4,170.2206897,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,5,170.8101214,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,6,171.6687549,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,7,173.0358094,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,8,175.0581292,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,9,178.4370828,
wa-ku-nam-a 1,lie,A-H-2,prefix,n,m,a,10,182.7668604,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,1,195.8833854,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,2,199.5475472,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,3,203.2117089,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,4,204.971931,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,5,206.6266999,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,6,206.3612669,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,7,205.8706544,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,8,203.5355017,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,9,200.8556794,
wa-ku-nam-a 1,lie,A-H-2,ku-,n,m,u,10,199.9887638,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,1,192.3705388,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,2,186.3740637,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,3,181.4191817,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,4,177.5994459,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,5,175.0777169,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,6,173.5189039,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,7,172.7353478,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,8,173.1635889,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,9,174.7911326,
wa-ku-nam-a 1,lie,A-H-2,stem,n,m,a,10,177.704107,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,1,182.4761651,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,2,185.8579436,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,3,188.2868085,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,4,189.7282015,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,5,190.2687048,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,6,190.9246957,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,7,191.7332419,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,8,191.7683993,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,9,192.1400425,
wa-ku-nam-a 1,lie,A-H-2,final vowel,n,m,a,10,193.0387872,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,1,178.3227453,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,2,179.0267974,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,3,179.6179934,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,4,179.9629568,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,5,181.0281289,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,6,182.5188813,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,7,185.3943164,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,8,188.6335488,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,9,192.6813173,
wa-ku-nam-a 2,lie,A-H-2,prefix,n,m,a,10,194.7644041,
