Tonga,Gloss,Type,Status,C1,C2,Vowel,Time,F0,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,1,152.1019099,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,2,153.6650144,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,3,155.2281188,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,4,156.7912232,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,5,157.8431322,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,6,158.8293909,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,7,159.8156496,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,8,161.0100039,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,9,162.2656831,
ku-kolw-a 1,get drunk,A-H-1,ku-,k,lw,u,10,163.5213623,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,1,169.8934119,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,2,171.2612166,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,3,171.5572313,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,4,170.9243452,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,5,169.5805951,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,6,167.8614327,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,7,168.5279315,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,8,170.4716587,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,9,173.550654,
ku-kolw-a 1,get drunk,A-H-1,stem,k,lw,o,10,177.0670406,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,1,183.8921292,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,2,189.8970875,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,3,194.0804821,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,4,196.3598436,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,5,197.2902508,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,6,198.0428627,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,7,198.5801693,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,8,198.9086668,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,9,198.9929532,
ku-kolw-a 1,get drunk,A-H-1,final vowel,k,lw,a,10,198.9724205,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,1,153.0007744,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,2,153.7294849,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,3,154.4581954,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,4,155.1984825,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,5,155.9521364,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,6,156.7057904,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,7,157.5417867,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,8,158.3841501,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,9,158.9474657,
ku-kolw-a 2,get drunk,A-H-1,ku-,k,lw,u,10,159.0785842,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,1,163.5485338,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,2,165.9769315,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,3,168.2156388,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,4,170.0098319,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,5,171.8996464,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,6,173.8536881,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,7,175.9131245,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,8,178.1403089,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,9,181.0045057,
ku-kolw-a 2,get drunk,A-H-1,stem,k,lw,o,10,182.586759,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,1,189.0122469,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,2,194.4256846,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,3,198.4699802,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,4,200.8188097,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,5,201.2323967,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,6,200.6592264,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,7,198.972309,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,8,197.227108,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,9,196.7697951,
ku-kolw-a 2,get drunk,A-H-1,final vowel,k,lw,a,10,194.4903452,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,1,160.3125233,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,2,160.3695158,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,3,160.0019819,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,4,159.1268966,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,5,158.6111439,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,6,158.0277367,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,7,157.2665663,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,8,156.900877,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,9,156.9542735,
ku-kolw-a 3,get drunk,A-H-1,ku-,k,lw,u,10,157.8764158,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,1,161.5594862,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,2,163.5618246,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,3,165.4964365,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,4,167.1724983,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,5,168.9748497,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,6,170.9551157,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,7,173.10007,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,8,175.3448016,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,9,178.21683,
ku-kolw-a 3,get drunk,A-H-1,stem,k,lw,o,10,181.1152524,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,1,188.1177591,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,2,194.0866982,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,3,197.9744134,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,4,199.8512732,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,5,200.6072582,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,6,201.0348701,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,7,200.8007104,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,8,199.7749188,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,9,199.792595,
ku-kolw-a 3,get drunk,A-H-1,final vowel,k,lw,a,10,198.4341982,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,1,151.7665569,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,2,152.0743835,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,3,152.3822102,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,4,152.2916976,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,5,152.1819099,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,6,152.194761,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,7,152.2200843,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,8,152.140327,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,9,152.0436811,
ku-land-a 1,go astray,A-H-1,ku-,l,nd,u,10,152.0032803,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,1,151.5643707,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,2,151.3392126,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,3,151.3324481,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,4,151.5561389,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,5,151.9191867,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,6,152.3113016,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,7,153.2769053,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,8,155.9188985,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,9,160.2947572,
ku-land-a 1,go astray,A-H-1,stem,l,nd,a,10,166.8462024,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,1,177.6697424,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,2,185.8227179,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,3,191.910633,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,4,195.7517773,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,5,197.1652861,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,6,197.8478758,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,7,197.8691376,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,8,198.2601687,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,9,197.9466263,
ku-land-a 1,go astray,A-H-1,final vowel,l,nd,a,10,197.0355002,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,1,151.3936405,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,2,151.2675473,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,3,151.1414541,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,4,151.0041196,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,5,150.8378308,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,6,150.6715419,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,7,150.4870005,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,8,150.2880788,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,9,150.0891571,
ku-land-a 2,go astray,A-H-1,ku-,l,nd,u,10,150.0160488,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,1,148.8542563,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,2,147.8402033,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,3,147.0121533,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,4,146.5088578,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,5,146.3514258,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,6,146.3876019,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,7,147.1811952,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,8,149.5306384,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,9,153.5727363,
ku-land-a 2,go astray,A-H-1,stem,l,nd,a,10,158.9365009,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,1,167.755938,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,2,175.766457,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,3,182.0036726,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,4,186.3653941,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,5,188.8578014,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,6,190.7664718,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,7,191.8111008,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,8,192.1847765,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,9,192.4015688,
ku-land-a 2,go astray,A-H-1,final vowel,l,nd,a,10,191.6368278,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,1,160.9959366,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,2,160.8642906,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,3,160.7326446,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,4,160.6009985,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,5,160.4693525,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,6,160.3216638,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,7,160.1648545,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,8,160.0080453,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,9,159.851236,
ku-land-a 3,go astray,A-H-1,ku-,l,nd,u,10,159.7335653,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,1,159.2790479,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,2,158.5738995,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,3,157.9705755,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,4,157.5682038,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,5,157.4101272,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,6,157.4841727,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,7,159.1819232,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,8,162.2471461,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,9,166.6095945,
ku-land-a 3,go astray,A-H-1,stem,l,nd,a,10,170.724996,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,1,179.3211903,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,2,187.31526,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,3,193.4600744,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,4,197.6668153,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,5,200.0010085,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,6,201.5862769,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,7,202.5475387,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,8,202.9820808,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,9,203.0742972,
ku-land-a 3,go astray,A-H-1,final vowel,l,nd,a,10,202.9087916,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,1,163.7237545,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,2,164.2885484,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,3,164.8533422,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,4,165.5287073,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,5,166.2800274,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,6,167.0030107,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,7,167.6016401,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,8,168.2002694,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,9,169.460025,
ku-mbwit-a 1,miss,A-H-1,ku-,mbw,t,u,10,170.9080209,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,1,175.9245539,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,2,177.2186837,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,3,178.5128136,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,4,179.8448595,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,5,181.1988325,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,6,182.5401668,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,7,183.8468364,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,8,185.153506,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,9,186.5188031,
ku-mbwit-a 1,miss,A-H-1,stem,mbw,t,i,10,187.8905582,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,1,193.3789556,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,2,197.3214398,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,3,200.455274,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,4,202.6704828,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,5,203.7347692,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,6,204.3616831,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,7,204.2948305,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,8,203.8546113,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,9,203.7173465,
ku-mbwit-a 1,miss,A-H-1,final vowel,mbw,t,a,10,202.6445921,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,1,158.1087972,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,2,158.6466322,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,3,158.9812169,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,4,158.8951845,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,5,158.9143561,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,6,158.9897832,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,7,158.9236472,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,8,158.8186173,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,9,158.6317212,
ku-mbwit-a 2,miss,A-H-1,ku-,mbw,t,u,10,158.5645835,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,1,158.6633169,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,2,158.8688344,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,3,159.0743519,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,4,159.8230309,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,5,160.9948274,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,6,162.2769104,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,7,164.3364444,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,8,166.3959785,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,9,168.9690104,
ku-mbwit-a 2,miss,A-H-1,stem,mbw,t,i,10,171.7767022,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,1,182.4337226,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,2,188.93048,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,3,193.0022744,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,4,194.8060574,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,5,194.897164,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,6,194.9586483,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,7,195.0003553,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,8,195.0139947,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,9,194.9497551,
ku-mbwit-a 2,miss,A-H-1,final vowel,mbw,t,a,10,194.8702071,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,1,163.7018225,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,2,164.1638172,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,3,164.4452406,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,4,164.12103,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,5,164.2037086,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,6,164.7652932,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,7,165.5383535,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,8,166.4068591,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,9,167.7136715,
ku-mbwit-a 3,miss,A-H-1,ku-,mbw,t,u,10,168.8786785,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,1,172.8279558,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,2,174.4618752,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,3,176.0957946,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,4,177.7394269,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,5,179.3939697,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,6,181.0485125,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,7,182.6431184,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,8,184.234029,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,9,185.235385,
ku-mbwit-a 3,miss,A-H-1,stem,mbw,t,i,10,185.3984244,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,1,188.8513655,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,2,191.8951135,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,3,194.0375807,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,4,195.3349346,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,5,196.0013136,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,6,196.4121596,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,7,196.2999785,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,8,196.3328039,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,9,196.01621,
ku-mbwit-a 3,miss,A-H-1,final vowel,mbw,t,a,10,195.0792099,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,1,144.027913,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,2,143.9616887,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,3,143.8954645,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,4,144.491358,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,5,145.4889188,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,6,146.3619644,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,7,146.8509546,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,8,147.3399448,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,9,148.6573318,
ku-tap-a 1,take extra cards,A-H-1,ku-,t,p,u,10,150.1015207,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,1,155.155806,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,2,157.160183,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,3,158.2345896,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,4,158.583408,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,5,158.3476285,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,6,157.5837971,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,7,159.338006,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,8,162.9294983,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,9,168.2412006,
ku-tap-a 1,take extra cards,A-H-1,stem,t,p,a,10,173.5955602,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,1,184.341839,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,2,192.1430917,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,3,197.6163713,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,4,200.7286256,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,5,201.4475274,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,6,201.6197337,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,7,201.6450959,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,8,201.6904499,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,9,201.6454766,
ku-tap-a 1,take extra cards,A-H-1,final vowel,t,p,a,10,201.4613264,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,1,141.9267807,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,2,142.6534376,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,3,143.4510032,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,4,144.5409364,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,5,145.6177792,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,6,146.6741804,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,7,148.3577166,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,8,150.4850872,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,9,152.5631072,
ku-tap-a 2,take extra cards,A-H-1,ku-,t,p,u,10,154.6272702,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,1,157.4690867,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,2,158.2911927,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,3,158.2541942,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,4,157.6417324,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,5,156.7336481,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,6,155.8063782,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,7,155.4066777,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,8,156.8038864,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,9,159.8414329,
ku-tap-a 2,take extra cards,A-H-1,stem,t,p,a,10,164.4254845,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,1,179.7903647,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,2,187.3922688,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,3,192.2074728,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,4,194.4010592,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,5,195.4047696,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,6,196.1007846,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,7,196.3425136,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,8,196.2882691,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,9,196.0460049,
ku-tap-a 2,take extra cards,A-H-1,final vowel,t,p,a,10,195.9388966,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,1,143.4421878,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,2,143.5252904,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,3,143.6068187,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,4,143.6188694,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,5,143.6663922,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,6,144.4789582,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,7,145.3455438,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,8,146.9708318,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,9,148.6624424,
ku-tap-a 3,take extra cards,A-H-1,ku-,t,p,u,10,151.0360965,
ku-tap-a 3,take extra cards,A-H-1,stem,t,p,a,1,159.1168287,
