Tonga,Gloss,Type,Status,C1,C2,Vowel,Time,F0,minimal,C1.class,C2.class,C1.class.reg,C2.class.reg
ku-gon-a,sleep,B-L-1,ku-,g,n,u,4,137.5529356,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,ku-,g,n,u,5,137.656475,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,ku-,g,n,u,6,137.7494027,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,ku-,g,n,u,7,137.8765694,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,ku-,g,n,u,8,138.0516929,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,ku-,g,n,u,9,138.2313268,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,ku-,g,n,u,10,138.3722593,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,1,140.0799478,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,2,141.7440337,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,3,143.5308545,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,4,145.3609636,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,5,146.8709665,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,6,148.2781898,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,7,149.9938327,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,8,152.1303294,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,9,154.7272106,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,stem,g,n,o,10,157.9429334,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,1,165.1832871,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,2,171.3159682,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,3,175.974116,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,4,178.7803249,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,5,180.1021612,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,6,180.8421945,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,7,180.9716063,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,8,180.58879,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,9,180.585957,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-gon-a,sleep,B-L-1,FV,g,n,a,10,180.0063837,no minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,1,149.8424997,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,2,148.7442039,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,3,147.5916284,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,4,146.5636385,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,5,145.7706631,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,6,145.2589524,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,7,144.5807615,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,8,143.6879079,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,9,143.0605743,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,ku-,h,l,u,10,142.7102119,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,1,143.6985519,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,2,145.1214242,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,3,146.7440444,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,4,148.5178961,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,5,150.3319134,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,6,151.9667835,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,7,154.2706972,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,8,157.3068989,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,9,160.9205653,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,stem,h,l,a,10,165.1987961,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,1,173.0192552,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,2,179.4759035,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,3,184.2420322,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,4,187.3151797,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,5,189.3404012,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,6,191.1139457,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,7,192.4366891,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,8,193.3068408,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,9,193.5271659,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hal-a,inherit,B-L-1,FV,h,l,a,10,193.6370788,no minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,1,139.8101065,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,2,139.6665061,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,3,139.3468315,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,4,138.7789982,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,5,138.2657575,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,6,137.7157742,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,7,137.1557455,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,8,136.9218974,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,9,136.9693174,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,ku-,h,l,u,10,137.6906448,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,1,142.067908,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,2,145.7056298,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,3,149.2527806,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,4,152.6475102,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,5,155.4475907,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,6,157.8662632,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,7,160.1381037,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,8,162.7834941,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,9,165.7865044,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,stem,h,l,o,10,169.1389175,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,1,176.8249259,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,2,181.9110183,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,3,185.7656286,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,4,188.5090049,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,5,190.1781391,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,6,191.6997296,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,7,192.913256,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,8,193.5088567,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,9,193.7089651,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-hol-a,receive,B-L-1,FV,h,l,a,10,193.9627287,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,1,138.7225392,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,2,138.2087288,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,3,137.6915559,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,4,137.3419452,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,5,137.1618513,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,6,137.4055908,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,7,137.5940739,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,8,137.9000732,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,9,138.6303479,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,ku-,j,m,u,10,139.7673018,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,1,144.3511464,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,2,146.521272,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,3,148.416665,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,4,149.9079715,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,5,151.1231994,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,6,152.1198112,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,7,153.8350577,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,8,156.2180429,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,9,159.4728599,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,stem,j,m,a,10,162.6375032,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,1,171.6207533,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,2,177.5739236,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,3,181.2600992,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,4,182.6104348,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,5,181.6707155,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,6,180.5525114,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,7,179.4974924,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,8,178.9614037,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,9,178.6584771,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-jam-a,dance,B-L-1,FV,j,m,a,10,178.1951929,minimal pair,voiced obstruents,sonorants,voiced obstruents,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,1,141.5057323,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,2,141.2514376,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,3,140.9156423,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,4,140.9730892,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,5,141.4120718,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,6,141.7682007,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,7,141.8946473,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,8,142.1588594,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,9,142.973945,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,ku-,kh,t,u,10,144.1282699,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,1,148.7751864,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,2,149.943205,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,3,150.7192365,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,4,150.9094988,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,5,150.8988773,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,6,151.2333363,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,7,152.2957073,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,8,154.7238505,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,9,158.3608314,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,stem,kh,t,a,10,162.2144675,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,1,172.9996261,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,2,181.822324,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,3,188.0021213,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,4,191.1768196,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,5,191.8482247,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,6,191.6603558,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,7,190.4114442,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,8,188.7984539,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,9,188.3139248,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-khat-a,cut lightly,B-L-1,FV,kh,t,a,10,186.3847366,minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,1,157.3017533,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,2,157.2243426,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,3,157.1018515,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,4,156.6817012,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,5,156.2560876,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,6,155.8816184,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,7,155.3780184,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,8,154.6431575,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,9,153.7856438,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,ku-,nth,ny,u,10,153.0411171,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,1,151.402272,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,2,150.9462111,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,3,150.7657998,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,4,150.9101738,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,5,151.6691656,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,6,153.2229948,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,7,155.8799357,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,8,159.4756044,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,9,164.3402303,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,stem,nth,ny,o,10,168.6789826,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,1,179.8581681,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,2,188.6761234,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,3,194.3899966,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,4,197.0496898,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,5,198.1009234,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,6,198.7149043,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,7,198.4373606,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,8,197.2950304,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,9,196.8277016,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-nthony-a,leak,B-L-1,FV,nth,ny,a,10,195.7702407,no minimal pair,aspirates,sonorant with glide,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,1,140.4423872,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,2,140.8571761,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,3,141.2719649,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,4,141.7573681,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,5,142.4543132,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,6,143.2922955,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,7,144.0794543,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,8,144.7419983,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,9,145.144243,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,ku-,ph,t,u,10,145.4665123,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,1,147.9696998,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,2,149.4770733,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,3,150.9763925,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,4,152.6905166,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,5,154.4833303,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,6,156.673173,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,7,159.0062408,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,8,161.6832932,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,9,164.5327645,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,stem,ph,t,u,10,166.8608165,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,1,177.0948595,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,2,184.7449801,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,3,189.7536315,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,4,191.9695632,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,5,192.3089566,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,6,192.1416404,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,7,191.1947022,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,8,189.5013035,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,9,189.16376,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-phut-a,blow on,B-L-1,FV,ph,t,a,10,187.7590216,no minimal pair,aspirates,voiceless obstruents,aspirates,non-blocker
ku-thel-a,arrive,B-L-1,ku-,th,l,u,1,141.3573638,minimal pair,aspirates,sonorants,aspirates,non-blocker
ku-thel-a,arrive,B-L-1,ku-,th,l,u,2,141.659161,minimal pair,aspirates,sonorants,aspirates,non-blocker
