Tonga,Gloss,Type,Type1,Type2,Vowel,Type3,C1,C2,Status,maxf0,minf0,meanf0,diff.f0,intensity,duration,minimal,C1.class,C2.class,blocker,C2.class.blocker
ti-ngu-ci-bwany-a,push,B-L-2,B,L,i,distant past,bw,ny,ci-,216.3541878,208.4938523,214.1564854,73.27162519,66.13307041,34.53524147,no minimal pair,voiced obstruent with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-bwany-a,push,B-L-2,B,L,a,distant past,bw,ny,stem,149.7309992,145.1973525,147.8182698,-63.29649977,75.51050925,56.22728833,no minimal pair,voiced obstruent with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-bwany-a,push,B-L-2,B,L,a,distant past,bw,ny,FV,141.9764174,140.4477554,141.4241754,-4.749597111,71.25884531,78.19465336,no minimal pair,voiced obstruent with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-chik-a,drive,B-L-2,B,L,i,distant past,ch,k,ti-,152.899855,148.904984,151.536751,NA,64.9538783,47.6390302,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-chik-a,drive,B-L-2,B,L,u,distant past,ch,k,ngu-,148.059489,136.704168,145.07648,-12.200816,64.6814352,57.7813073,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-chik-a,drive,B-L-2,B,L,i,distant past,ch,k,ci-,218.466201,184.768381,212.184762,48.064213,66.7391039,55.7756629,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-chik-a,drive,B-L-2,B,L,i,distant past,ch,k,stem,164.166949,143.840837,156.007387,-40.927544,66.936234,42.7479871,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-chik-a,drive,B-L-2,B,L,a,distant past,ch,k,FV,152.592211,144.798103,146.998574,0.957266,72.7536389,95.1449653,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-dan-a,call,B-L-2,B,L,i,distant past,d,n,ti-,145.880984,140.47323,143.728737,NA,63.4429252,45.2308479,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-dan-a,call,B-L-2,B,L,u,distant past,d,n,ngu-,138.698365,131.003561,135.681492,-9.469669,63.7510423,53.8602344,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-dan-a,call,B-L-2,B,L,i,distant past,d,n,ci-,207.330162,191.281487,203.495101,60.277926,64.2558654,40.1549555,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-dan-a,call,B-L-2,B,L,a,distant past,d,n,stem,136.803346,132.516284,134.324524,-58.765203,74.1055333,74.616115,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-dan-a,call,B-L-2,B,L,a,distant past,d,n,FV,136.082038,133.619209,134.865933,1.102925,69.388135,93.8218836,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-dyak-a,trample,B-L-2,B,L,i,distant past,dy,k,ti-,152.260787,146.152734,150.832085,NA,65.5059522,44.1432047,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-dyak-a,trample,B-L-2,B,L,u,distant past,dy,k,ngu-,149.193725,135.929625,144.716968,-10.223109,64.54188,46.1792638,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-dyak-a,trample,B-L-2,B,L,i,distant past,dy,k,ci-,214.829223,201.066458,212.295002,65.136833,66.6434748,49.4246884,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-dyak-a,trample,B-L-2,B,L,a,distant past,dy,k,stem,149.205569,138.325476,144.882027,-62.740982,75.9292131,61.2403838,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-dyak-a,trample,B-L-2,B,L,a,distant past,dy,k,FV,152.429684,145.675904,149.05833,7.350428,74.8637234,93.3712217,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-gon-a,sleep,B-L-2,B,L,i,distant past,g,n,ti-,152.435181,147.075913,150.384612,NA,64.8927324,46.0858998,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-gon-a,sleep,B-L-2,B,L,u,distant past,g,n,ngu-,142.769131,137.676282,140.239608,-9.399631,63.2491625,47.7545959,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-gon-a,sleep,B-L-2,B,L,i,distant past,g,n,ci-,214.190337,196.862561,211.049976,59.186279,65.2901173,40.7365289,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-gon-a,sleep,B-L-2,B,L,o,distant past,g,n,stem,143.93799,137.779327,141.469094,-59.083234,70.8343439,74.1109212,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-gon-a,sleep,B-L-2,B,L,a,distant past,g,n,FV,136.693743,134.046624,134.807031,-3.732703,70.3511762,105.638109,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ti-ngu-ci-gwil-a,work,B-L-2,B,L,i,distant past,gw,l,ti-,159.773503,152.262603,156.478786,NA,66.3699758,49.379828,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-gwil-a,work,B-L-2,B,L,u,distant past,gw,l,ngu-,148.493205,143.57885,146.008798,-8.683753,65.0730686,46.909915,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-gwil-a,work,B-L-2,B,L,i,distant past,gw,l,ci-,217.306335,197.213299,212.107773,53.634449,68.5537946,52.7436998,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-gwil-a,work,B-L-2,B,L,i,distant past,gw,l,stem,154.045371,150.178794,152.579402,-47.034505,70.912967,48.9927513,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-gwil-a,work,B-L-2,B,L,a,distant past,gw,l,FV,147.913843,138.874132,144.882376,-11.304662,75.8983886,111.505208,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-hal-a,inherit,B-L-2,B,L,i,distant past,h,l,ti-,155.4808352,150.1814364,153.4632456,NA,65.27614921,45.77639588,no minimal pair,aspirates,sonorants,blocker,non-blocker
ti-ngu-ci-hal-a,inherit,B-L-2,B,L,u,distant past,h,l,ngu-,145.9200078,138.8899244,143.3639191,-11.29151199,64.16804553,61.99451876,no minimal pair,aspirates,sonorants,blocker,non-blocker
ti-ngu-ci-hal-a,inherit,B-L-2,B,L,i,distant past,h,l,ci-,214.0883353,184.6366585,205.9878135,45.74673407,67.3177361,55.74625102,no minimal pair,aspirates,sonorants,blocker,non-blocker
ti-ngu-ci-hal-a,inherit,B-L-2,B,L,a,distant past,h,l,stem,142.1240432,138.1082712,139.0077219,-46.52838726,76.39157709,73.65736626,no minimal pair,aspirates,sonorants,blocker,non-blocker
ti-ngu-ci-hal-a,inherit,B-L-2,B,L,a,distant past,h,l,FV,141.8312863,139.492937,140.6334907,1.384665723,74.77282629,103.4660549,no minimal pair,aspirates,sonorants,blocker,non-blocker
ti-ngu-ci-jwat-ik-a,put something among things quickly,B-L-2,B,L,i,distant past,jw,t,ti-,162.375001,153.896714,158.640075,NA,66.8979629,48.51947,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-jwat-ik-a,put something among things quickly,B-L-2,B,L,u,distant past,jw,t,ngu-,153.014614,141.124991,148.263661,-12.771723,65.0453981,42.2713673,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-jwat-ik-a,put something among things quickly,B-L-2,B,L,i,distant past,jw,t,ci-,219.57556,188.848609,212.648126,47.723618,66.7180287,47.9960857,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-jwat-ik-a,put something among things quickly,B-L-2,B,L,a,distant past,jw,t,stem,151.906973,136.637685,146.179262,-52.210924,74.8583141,52.4841593,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-jwat-ik-a,put something among things quickly,B-L-2,B,L,i,distant past,jw,t,ik,147.363456,140.318153,144.581577,3.680468,64.8979183,40.2872265,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-jwat-ik-a,put something among things quickly,B-L-2,B,L,a,distant past,jw,t,FV,159.395064,145.367782,151.6121,5.049629,74.598582,104.78965,no minimal pair,voiced obstruent with glide,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-phut-a,blow on,B-L-2,B,L,i,distant past,ph,t,ti-,158.085957,150.756678,152.901636,NA,64.9688118,47.0810929,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-phut-a,blow on,B-L-2,B,L,u,distant past,ph,t,ngu-,147.348757,138.296029,144.422172,-12.460649,64.4410519,49.1295286,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-phut-a,blow on,B-L-2,B,L,i,distant past,ph,t,ci-,208.864395,196.149568,205.934222,57.853539,67.6624526,43.3632122,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-phut-a,blow on,B-L-2,B,L,u,distant past,ph,t,stem,157.208004,151.020671,154.489252,-45.128897,64.2539038,48.3377307,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-phut-a,blow on,B-L-2,B,L,a,distant past,ph,t,FV,148.307692,135.680645,143.658819,-15.340026,72.8011169,98.1549399,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ti-ngu-ci-phwany-a,break something into pieces,B-L-2,B,L,i,distant past,phw,ny,ti-,162.827542,156.376266,160.641942,NA,66.5831313,50.655824,no minimal pair,aspirate with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-phwany-a,break something into pieces,B-L-2,B,L,u,distant past,phw,ny,ngu-,151.732246,142.154784,148.71959,-14.221482,65.6746856,53.6380014,no minimal pair,aspirate with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-phwany-a,break something into pieces,B-L-2,B,L,i,distant past,phw,ny,ci-,214.397093,201.499775,210.889115,59.344991,67.0348021,40.9015122,no minimal pair,aspirate with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-phwany-a,break something into pieces,B-L-2,B,L,a,distant past,phw,ny,stem,155.602837,147.337848,150.288287,-54.161927,73.516182,40.8709832,no minimal pair,aspirate with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-phwany-a,break something into pieces,B-L-2,B,L,a,distant past,phw,ny,FV,146.759865,143.105966,145.061885,-4.231882,70.5420759,100.246391,no minimal pair,aspirate with glide,sonorant with glide,blocker,non-blocker
ti-ngu-ci-thwanuk-a,open ones eyes,B-L-2,B,L,i,distant past,thw,n,ti-,164.629679,157.801679,161.536233,NA,65.8580122,43.7814906,no minimal pair,aspirate with glide,sonorants,blocker,non-blocker
ti-ngu-ci-thwanuk-a,open ones eyes,B-L-2,B,L,u,distant past,thw,n,ngu-,154.158124,146.464207,149.946982,-11.337472,65.105367,37.1740094,no minimal pair,aspirate with glide,sonorants,blocker,non-blocker
ti-ngu-ci-thwanuk-a,open ones eyes,B-L-2,B,L,i,distant past,thw,n,ci-,223.372035,207.392902,218.107073,60.928695,68.0826344,42.6986457,no minimal pair,aspirate with glide,sonorants,blocker,non-blocker
ti-ngu-ci-thwanuk-a,open ones eyes,B-L-2,B,L,a,distant past,thw,n,stem,149.206457,145.494067,146.359411,-61.898835,72.986728,47.816809,no minimal pair,aspirate with glide,sonorants,blocker,non-blocker
ti-ngu-ci-thwanuk-a,open ones eyes,B-L-2,B,L,u,distant past,thw,n,stem2,151.3042,142.026851,148.391521,-3.467216,65.2892217,43.0682555,no minimal pair,aspirate with glide,sonorants,blocker,non-blocker
ti-ngu-ci-thwanuk-a,open ones eyes,B-L-2,B,L,a,distant past,thw,n,FV,152.325962,143.260859,149.067858,1.234008,74.2048002,97.4714884,no minimal pair,aspirate with glide,sonorants,blocker,non-blocker
ti-ngu-ci-vwal-a,to wear clothes,B-L-2,B,L,i,distant past,vw,l,ti-,156.303985,151.546312,154.215007,NA,65.5637463,51.7158198,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-vwal-a,to wear clothes,B-L-2,B,L,u,distant past,vw,l,ngu-,151.3212,144.488168,148.590853,-7.058144,64.8163628,57.195583,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-vwal-a,to wear clothes,B-L-2,B,L,i,distant past,vw,l,ci-,222.654601,191.265905,212.695219,46.777737,68.3212561,53.8394037,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-vwal-a,to wear clothes,B-L-2,B,L,a,distant past,vw,l,stem,143.023119,140.703759,141.183817,-50.562146,76.6372942,41.8219379,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-vwal-a,to wear clothes,B-L-2,B,L,a,distant past,vw,l,FV,144.643466,142.604678,143.55619,1.900919,75.6834624,104.177974,no minimal pair,voiced obstruent with glide,sonorants,blocker,non-blocker
ti-ngu-ci-zwezwet-a,swing to and fro,B-L-2,B,L,i,distant past,zw,zw,ti-,161.525624,154.754118,159.09383,NA,66.2502227,48.0258022,no minimal pair,voiced obstruent with glide,voiced obstruent with glide,blocker,blocker
ti-ngu-ci-zwezwet-a,swing to and fro,B-L-2,B,L,u,distant past,zw,zw,ngu-,159.521515,141.651441,152.309,-13.102677,65.9046335,41.1352459,no minimal pair,voiced obstruent with glide,voiced obstruent with glide,blocker,blocker
ti-ngu-ci-zwezwet-a,swing to and fro,B-L-2,B,L,i,distant past,zw,zw,ci-,218.625884,200.151238,214.674017,58.499797,68.1042272,50.9357764,no minimal pair,voiced obstruent with glide,voiced obstruent with glide,blocker,blocker
ti-ngu-ci-zwezwet-a,swing to and fro,B-L-2,B,L,e,distant past,zw,zw,stem,166.732194,144.341286,160.381952,-55.809952,72.4849112,56.2634788,no minimal pair,voiced obstruent with glide,voiced obstruent with glide,blocker,blocker
ti-ngu-ci-zwezwet-a,swing to and fro,B-L-2,B,L,e,distant past,zw,zw,stem2,148.930223,136.851183,146.948539,-7.490103,70.5868937,49.5011441,no minimal pair,voiced obstruent with glide,voiced obstruent with glide,blocker,blocker
ti-ngu-ci-zwezwet-a,swing to and fro,B-L-2,B,L,a,distant past,zw,zw,FV,155.379348,149.08896,150.820949,12.237777,74.3302774,97.7809862,no minimal pair,voiced obstruent with glide,voiced obstruent with glide,blocker,blocker
ti-ngu-ci-zyang-a,color,B-L-2,B,L,i,distant past,zy,ng,ti-,160.836802,155.812034,158.954195,NA,65.7152701,50.1422394,no minimal pair,voiced obstruent with glide,prenasalized voiced stops,blocker,non-blocker
ti-ngu-ci-zyang-a,color,B-L-2,B,L,u,distant past,zy,ng,ngu-,156.771737,148.679032,152.807504,-7.133002,64.9294793,48.9649135,no minimal pair,voiced obstruent with glide,prenasalized voiced stops,blocker,non-blocker
ti-ngu-ci-zyang-a,color,B-L-2,B,L,i,distant past,zy,ng,ci-,217.861133,189.760283,211.906837,41.081251,69.1743653,68.5595006,no minimal pair,voiced obstruent with glide,prenasalized voiced stops,blocker,non-blocker
ti-ngu-ci-zyang-a,color,B-L-2,B,L,a,distant past,zy,ng,stem,152.655544,145.125417,148.808391,-44.634866,77.5510358,58.9414456,no minimal pair,voiced obstruent with glide,prenasalized voiced stops,blocker,non-blocker
ti-ngu-ci-zyang-a,color,B-L-2,B,L,a,distant past,zy,ng,FV,147.448613,138.172143,145.384956,-6.953274,75.9082763,103.43592,no minimal pair,voiced obstruent with glide,prenasalized voiced stops,blocker,non-blocker
ku-fuvy-a,deceive,C-L-1,C,L,u,infinitive,f,vy,ku-,147.1760381,138.955816,144.0812551,NA,62.73298507,57.87917766,no minimal pair,voiceless obstruents,voiced obstruent with glide,non-blocker,blocker
ku-fuvy-a,deceive,C-L-1,C,L,u,infinitive,f,vy,stem,220.7992022,187.2687531,212.0546101,67.97335503,69.05843879,66.62227661,no minimal pair,voiceless obstruents,voiced obstruent with glide,non-blocker,blocker
ku-fuvy-a,deceive,C-L-1,C,L,a,infinitive,f,vy,FV,151.6075681,143.1247879,146.2436769,-65.81093321,76.73712629,87.02014503,no minimal pair,voiceless obstruents,voiced obstruent with glide,non-blocker,blocker
ku-sit-a,iron clothes,A-L-1,A,L,u,infinitive,s,t,ku-,159.4103073,152.2335339,155.654063,NA,59.49629938,46.53058164,minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-sit-a,iron clothes,A-L-1,A,L,i,infinitive,s,t,stem,201.9577584,198.1058175,201.0083426,45.35427959,61.69018043,31.97728324,minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-sit-a,iron clothes,A-L-1,A,L,a,infinitive,s,t,FV,203.0343902,191.2847723,197.0459451,-3.962397435,77.4878832,96.33500226,minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-wil-a,throw food in mouth,A-L-1,A,L,u,infinitive,w,l,ku-,171.031181,157.1652976,162.3337327,NA,63.56673663,76.14752609,minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-wil-a,throw food in mouth,A-L-1,A,L,i,infinitive,w,l,stem,197.4019584,195.0762064,196.3772804,34.04354772,74.28198187,52.5004964,minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-wil-a,throw food in mouth,A-L-1,A,L,a,infinitive,w,l,FV,207.0224447,191.9143431,201.8484018,5.471121383,76.84967773,94.54826241,minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-vimb-a,cover,B-L-1,B,L,u,infinitive,v,mb,ku-,150.9160842,130.5955691,145.5016658,NA,64.76993051,47.54508227,minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-vimb-a,cover,B-L-1,B,L,i,infinitive,v,mb,stem,176.1832463,159.0742306,170.6088106,25.10714476,69.04793654,50.24833547,minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-vimb-a,cover,B-L-1,B,L,a,infinitive,v,mb,FV,202.8989548,192.0531937,200.4753228,29.86651228,77.75308375,99.5808551,minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-sit-a,give away money in gambling,A-H-1,A,H,u,infinitive,s,t,ku-,158.9701721,155.891531,158.0914194,NA,61.5489084,48.26650494,minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-sit-a,give away money in gambling,A-H-1,A,H,i,infinitive,s,t,stem,167.4651161,160.8785324,165.8170912,7.725671796,62.9593965,27.83188286,minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-sit-a,give away money in gambling,A-H-1,A,H,a,infinitive,s,t,FV,206.0272554,197.7981182,202.851352,37.03426083,78.40300389,95.73696295,minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-hol-a,be scored,B-H-1,B,H,u,infinitive,h,l,ku-,157.2596943,129.5734423,149.7929466,NA,66.44367753,65.41046119,minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hol-a,be scored,B-H-1,B,H,o,infinitive,h,l,stem,154.2849097,130.3934855,145.78003,-4.012916648,69.13402208,89.89450467,minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hol-a,be scored,B-H-1,B,H,a,infinitive,h,l,FV,197.2240772,169.7152859,184.7598768,38.97984685,78.52522732,98.07838794,minimal pair,aspirates,sonorants,blocker,non-blocker
ku-jam-a,jam,B-H-1,B,H,u,infinitive,j,m,ku-,155.1221974,146.1470196,151.7167373,NA,63.84054177,52.9729526,minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-jam-a,jam,B-H-1,B,H,a,infinitive,j,m,stem,151.2666127,149.1326564,150.3469946,-1.369742756,74.31772898,58.70448764,minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-jam-a,jam,B-H-1,B,H,a,infinitive,j,m,FV,203.1908199,182.3927762,194.5937402,44.2467456,75.81014185,83.95507081,minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-phat-a,get stuck,B-H-1,B,H,u,infinitive,ph,t,ku-,152.4092782,140.5410326,149.1389065,NA,65.23804316,33.91090214,minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-phat-a,get stuck,B-H-1,B,H,a,infinitive,ph,t,stem,157.79291,150.1564682,152.4191082,3.280201723,71.56172813,37.49586454,minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-phat-a,get stuck,B-H-1,B,H,a,infinitive,ph,t,FV,199.2913537,182.9294851,192.9033888,40.48428059,76.78104534,99.86547508,minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-then-a,give too little,B-H-1,B,H,u,infinitive,th,n,ku-,152.8576989,145.2008122,150.3571085,NA,63.14350278,52.29993196,minimal pair,aspirates,sonorants,blocker,non-blocker
ku-then-a,give too little,B-H-1,B,H,e,infinitive,th,n,stem,156.8869406,145.5087341,150.8359749,0.478866445,69.20085843,60.22884084,minimal pair,aspirates,sonorants,blocker,non-blocker
ku-then-a,give too little,B-H-1,B,H,a,infinitive,th,n,FV,195.4457471,176.0018192,187.2007756,36.36480069,73.6987587,106.7759438,minimal pair,aspirates,sonorants,blocker,non-blocker
ku-vimb-a,be constipated,B-H-1,B,H,u,infinitive,v,mb,ku-,154.0484913,131.9650153,148.5757685,NA,65.6032788,46.53356472,minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-vimb-a,be constipated,B-H-1,B,H,i,infinitive,v,mb,stem,147.4383135,138.8121095,145.4388018,-3.136966667,67.69271839,54.5871282,minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-vimb-a,be constipated,B-H-1,B,H,a,infinitive,v,mb,FV,198.6739276,173.1496445,190.0835916,44.64478975,76.39880145,85.81389199,minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-fwas-a,be calm/quiet,A-H-1,A,H,u,infinitive,fw,s,ku-,131.4204614,123.566028,127.1006271,NA,59.67362015,36.34557671,no minimal pair,voiceless obstruent with glide,voiceless obstruents,non-blocker,non-blocker
ku-fwas-a,be calm/quiet,A-H-1,A,H,a,infinitive,fw,s,stem,144.0123628,138.5272889,141.2496705,14.14904339,69.08849031,51.48104513,no minimal pair,voiceless obstruent with glide,voiceless obstruents,non-blocker,non-blocker
ku-fwas-a,be calm/quiet,A-H-1,A,H,a,infinitive,fw,s,FV,181.6641265,163.3697196,169.7571879,28.50751736,73.92352813,100.7900432,no minimal pair,voiceless obstruent with glide,voiceless obstruents,non-blocker,non-blocker
ku-gh-a,be there,A-H-1,A,H,u,infinitive,gh,none,ku-,155.5777557,145.9603262,152.9300205,NA,67.17381626,105.105921,no minimal pair,sonorants,none,non-blocker,none
ku-gh-a,be there,A-H-1,A,H,a,infinitive,gh,none,stem,160.4293402,155.8327932,159.6140768,6.684056334,74.9316954,96.03640628,no minimal pair,sonorants,none,non-blocker,none
ku-m-a,stand,A-H-1,A,H,u,infinitive,m,none,ku-,149.6687758,141.9575748,146.7544506,NA,65.9987774,51.81898352,no minimal pair,sonorants,none,non-blocker,none
ku-m-a,stand,A-H-1,A,H,a,infinitive,m,none,stem,150.2822868,145.9196759,147.7595839,1.00513331,69.16586788,84.96768791,no minimal pair,sonorants,none,non-blocker,none
ku-mw-a,drink,A-H-1,A,H,u,infinitive,mw,none,ku-,151.7572526,146.5423069,150.1498717,NA,65.65684076,50.2186824,no minimal pair,sonorants,none,non-blocker,none
ku-mw-a,drink,A-H-1,A,H,a,infinitive,mw,none,stem,152.4780911,151.4401069,151.8905839,1.740712187,71.61520812,56.74242431,no minimal pair,sonorants,none,non-blocker,none
ku-ng'-a,defecate,A-H-1,A,H,u,infinitive,ng',none,ku-,161.3559148,155.436534,160.2298694,NA,65.55298037,55.46853275,no minimal pair,sonorants,none,non-blocker,none
ku-ng'-a,defecate,A-H-1,A,H,a,infinitive,ng',none,stem,159.6493793,155.8730807,156.9309999,-3.298869531,72.0231034,82.15577716,no minimal pair,sonorants,none,non-blocker,none
ku-p-ik-a,be given,A-H-1,A,H,u,infinitive,p,k,ku-,127.8022572,120.3454789,124.8344811,NA,59.4692673,35.62645165,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-p-ik-a,be given,A-H-1,A,H,u,infinitive,p,k,stem,131.4821458,129.0941685,130.5450023,5.710521208,61.03274864,41.17509223,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-p-ik-a,be given,A-H-1,A,H,u,infinitive,p,k,FV,162.1822804,155.9401628,158.426916,27.88191364,74.76994047,94.70317428,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-samw-a,be choked,A-H-1,A,H,u,infinitive,s,mw,ku-,131.6621571,126.5479148,129.8208847,NA,56.73313605,44.58812775,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
ku-samw-a,be choked,A-H-1,A,H,a,infinitive,s,mw,stem,163.796389,142.9926461,151.3727769,21.55189215,71.91689366,77.97257362,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
ku-samw-a,be choked,A-H-1,A,H,a,infinitive,s,mw,FV,174.7573892,165.4917335,171.8817839,20.50900708,70.10779425,84.97794671,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
w?a-ku-biy-a,cheat,B-H-2,B,H,a,distant past,b,y,wa-,185.7236074,173.4206958,181.7852982,NA,75.05575784,57.84207324,minimal,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-biy-a,cheat,B-H-2,B,H,u,distant past,b,y,ku-,225.7070711,207.1589692,220.1612947,38.3759965,72.40537536,37.58927933,minimal,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-biy-a,cheat,B-H-2,B,H,i,distant past,b,y,stem,155.7423118,144.9645375,148.3097987,-71.85149593,69.58596769,85.92667999,minimal,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-biy-a,cheat,B-H-2,B,H,a,distant past,b,y,FV,197.7265245,183.3375523,192.9956672,44.68586841,76.22239143,91.94345806,minimal,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dik-a,cover oneself,B-H-2,B,H,a,distant past,d,k,wa-,186.3705946,168.7226727,178.8350562,NA,77.15585327,64.24247799,minimal,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-dik-a,cover oneself,B-H-2,B,H,u,distant past,d,k,ku-,227.8408837,196.9592698,221.1056379,42.27058172,69.23677634,51.04320535,minimal,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-dik-a,cover oneself,B-H-2,B,H,i,distant past,d,k,stem,146.9382187,135.8847192,143.2345175,-77.87112042,68.64476866,63.87850431,minimal,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-dik-a,cover oneself,B-H-2,B,H,a,distant past,d,k,FV,196.0780813,181.4708257,189.4684003,46.23388281,77.60404882,98.24723261,minimal,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-gand-a,mark an enemy,B-H-2,B,H,a,distant past,g,nd,wa-,180.2472362,167.088364,174.522219,NA,74.78576012,60.93981639,minimal,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
w?a-ku-gand-a,mark an enemy,B-H-2,B,H,u,distant past,g,nd,ku-,222.188733,202.8637311,216.2432005,41.72098149,71.35306383,47.28142889,minimal,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
