Tonga,Gloss,Type,Type1,Type2,Vowel,Type3,C1,C2,Status,maxf0,minf0,meanf0,diff.f0,intensity,duration,minimal,C1.class,C2.class,blocker,C2.class.blocker
ku-kolw-a,get drunk,A-H-1,A,H,u,infinitive,k,lw,ku-,160.2570522,150.4608237,152.6298635,NA,63.84915006,45.431077,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
ku-kolw-a,get drunk,A-H-1,A,H,o,infinitive,k,lw,stem,181.5635312,165.294831,170.7063974,18.0765339,74.61104898,64.4913034,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
ku-kolw-a,get drunk,A-H-1,A,H,a,infinitive,k,lw,FV,201.5687623,190.8924406,198.7464055,28.0400081,80.38833616,109.4150285,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
ku-land-a,go astray,A-H-1,A,H,u,infinitive,l,nd,ku-,156.0709185,153.8207647,154.9887631,NA,68.06223021,36.18506757,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-land-a,go astray,A-H-1,A,H,a,infinitive,l,nd,stem,155.0122439,150.9088236,152.216875,-2.7718881,76.10047835,85.77308166,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-land-a,go astray,A-H-1,A,H,a,infinitive,l,nd,FV,199.0514152,184.0183666,194.630998,42.414123,79.39442691,102.5660157,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-mbwit-a,miss,A-H-1,A,H,u,infinitive,mbw,t,ku-,164.6786932,158.640654,162.7177731,NA,69.3879852,52.58612756,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
ku-mbwit-a,miss,A-H-1,A,H,i,infinitive,mbw,t,stem,176.6108345,171.5489237,174.0735589,11.3557858,69.94585939,40.93935974,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
ku-mbwit-a,miss,A-H-1,A,H,a,infinitive,mbw,t,FV,199.8255955,195.8483562,197.8211677,23.7476088,80.89970565,106.2389589,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
ku-tap-a,take extra cards,A-H-1,A,H,u,infinitive,t,p,ku-,148.5339227,142.5770166,144.5362525,NA,62.31734265,49.34239476,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-tap-a,take extra cards,A-H-1,A,H,a,infinitive,t,p,stem,164.9349177,157.0795886,159.8807988,15.3445463,77.06452194,82.26924321,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-tap-a,take extra cards,A-H-1,A,H,a,infinitive,t,p,FV,198.5316176,192.9200339,195.9725865,36.0917877,79.7905135,104.4032613,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-w?ek-a,elude danger,A-H-1,A,H,u,infinitive,w?,k,ku-,152.34671,147.7541504,150.8706723,NA,67.63858122,62.37975707,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-w?ek-a,elude danger,A-H-1,A,H,e,infinitive,w?,k,stem,161.2516288,155.866631,159.1492596,8.2785873,73.5678994,87.32066964,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-w?ek-a,elude danger,A-H-1,A,H,a,infinitive,w?,k,FV,200.9783451,193.0878878,197.5377578,38.3884982,80.34366319,92.88751239,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
w?a-ku-kolw-a,get drunk,A-H-2,A,H,a,distant past,k,lw,prefix,162.3994707,152.3988933,158.2330866,NA,75.58787085,57.96550255,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
w?a-ku-kolw-a,get drunk,A-H-2,A,H,u,distant past,k,lw,ku-,195.1432623,176.3546527,190.9032739,32.6701873,68.3041202,41.10286589,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
w?a-ku-kolw-a,get drunk,A-H-2,A,H,o,distant past,k,lw,stem,172.6218994,169.2881641,170.753812,-20.1494619,74.72710582,61.20261979,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
w?a-ku-kolw-a,get drunk,A-H-2,A,H,a,distant past,k,lw,FV,183.8134537,175.287563,181.3121365,10.5583245,78.34632703,94.9591925,no minimal pair,voiceless obstruents,sonorant with glide,non-blocker,non-blocker
w?a-ku-land-a,go astray,A-H-2,A,H,a,distant past,l,nd,prefix,151.8363602,141.2759047,147.7845658,NA,75.65597752,75.00472214,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-land-a,go astray,A-H-2,A,H,u,distant past,l,nd,ku-,185.105497,181.9608724,183.3734157,35.5888499,69.38479122,37.92918805,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-land-a,go astray,A-H-2,A,H,a,distant past,l,nd,stem,171.3000012,159.1524376,163.7528951,-19.6205206,78.79425398,73.39269677,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-land-a,go astray,A-H-2,A,H,a,distant past,l,nd,FV,173.3000534,168.2801036,171.1039644,7.3510693,77.88141883,103.2052296,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-mbwit-a,miss,A-H-2,A,H,a,distant past,mbw,t,prefix,159.4736563,151.5609781,156.8462865,NA,74.7702903,58.87659767,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
w?a-ku-mbwit-a,miss,A-H-2,A,H,u,distant past,mbw,t,ku-,191.9690989,186.1803669,189.5571122,32.7108257,70.96378168,45.28140128,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
w?a-ku-mbwit-a,miss,A-H-2,A,H,i,distant past,mbw,t,stem,172.7341015,170.2061302,171.4915648,-18.0655474,69.91120808,41.91077682,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
w?a-ku-mbwit-a,miss,A-H-2,A,H,a,distant past,mbw,t,FV,186.8193268,177.1031925,183.2014465,11.7098817,76.81499318,102.2513968,no minimal pair,prenasalized voiced stop with glide,voiceless obstruents,non-blocker,non-blocker
w?a-ku-nam-a,lie,A-H-2,A,H,a,distant past,n,m,prefix,138.6922974,129.3273152,135.2496787,NA,75.4882158,69.18227964,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-nam-a,lie,A-H-2,A,H,u,distant past,n,m,ku-,166.9422655,159.4822365,164.9061732,29.6564945,68.01285975,45.26137713,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-nam-a,lie,A-H-2,A,H,a,distant past,n,m,stem,140.6014429,131.0673878,134.1111254,-30.7950478,71.90718971,76.73108453,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-nam-a,lie,A-H-2,A,H,a,distant past,n,m,FV,150.1858368,145.0898314,147.8714511,13.7603257,74.60391198,94.48710669,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-tap-a,take extra cards,A-H-2,A,H,a,distant past,t,p,prefix,159.4869003,146.7503953,155.764777,NA,75.13842506,66.83768663,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-tap-a,take extra cards,A-H-2,A,H,u,distant past,t,p,ku-,188.7899553,179.4436448,186.1738539,30.4090769,66.5047118,38.97799585,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-tap-a,take extra cards,A-H-2,A,H,a,distant past,t,p,stem,184.0484588,161.4219617,174.5892622,-11.5845917,79.04204069,78.73997138,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-tap-a,take extra cards,A-H-2,A,H,a,distant past,t,p,FV,179.5013087,175.5985474,177.2434535,2.6541913,77.97881881,102.3040071,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
wa-w?ek-a,elude danger,A-H-2,A,H,a,distant past,w?,k,prefix,164.7876319,155.4840976,160.9908863,NA,76.56879421,63.29379473,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-w?ek-a,elude danger,A-H-2,A,H,u,distant past,w?,k,ku-,186.4380237,181.9929885,185.7708559,24.7799696,67.45011109,41.12058283,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-w?ek-a,elude danger,A-H-2,A,H,e,distant past,w?,k,stem,184.5641756,166.6129449,179.2667483,-6.5041076,73.3060559,94.67858017,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
wa-w?ek-a,elude danger,A-H-2,A,H,a,distant past,w?,k,FV,182.7581984,174.5548884,179.6929365,0.4261882,78.32764539,103.5904446,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-mbat-a,stick on,A-L-1,A,L,u,infinitive,mb,t,ku-,162.2618767,156.2407881,159.936211,NA,66.42695303,49.70729991,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
ku-mbat-a,stick on,A-L-1,A,L,a,infinitive,mb,t,stem,178.1476245,169.2170143,173.0038913,13.0676803,78.61089206,56.69023277,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
ku-mbat-a,stick on,A-L-1,A,L,a,infinitive,mb,t,FV,197.6515901,184.0956775,192.1552371,19.1513458,77.91955589,113.5851958,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
ku-muk-a,answer,A-L-1,A,L,u,infinitive,m,k,ku-,155.8458712,150.3465577,153.465375,NA,66.50762117,46.38282231,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-muk-a,answer,A-L-1,A,L,u,infinitive,m,k,stem,170.3790383,163.6633516,167.6614606,14.1960856,68.75821285,48.95426828,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-muk-a,answer,A-L-1,A,L,a,infinitive,m,k,FV,191.4924626,185.0462566,187.3824689,19.7210083,79.02842313,102.8505513,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
ku-nang-a,destroy,A-L-1,A,L,u,infinitive,n,ng,ku-,153.5555078,150.3509918,151.0994557,NA,66.52672376,45.96702984,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-nang-a,destroy,A-L-1,A,L,a,infinitive,n,ng,stem,164.7102191,152.9019262,157.7916983,6.6922426,71.72551401,72.63184582,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-nang-a,destroy,A-L-1,A,L,a,infinitive,n,ng,FV,196.261693,179.9687398,192.6102365,34.8185382,78.65803737,101.4328397,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
ku-ndond-a,go in line,A-L-1,A,L,u,infinitive,nd,nd,ku-,169.2343673,159.4920833,162.2422051,NA,63.70768796,53.33713234,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
ku-ndond-a,go in line,A-L-1,A,L,o,infinitive,nd,nd,stem,182.114043,169.9806357,175.688677,13.4464719,71.09254753,75.79892868,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
ku-ndond-a,go in line,A-L-1,A,L,a,infinitive,nd,nd,FV,194.74191,186.2141262,191.982697,16.29402,78.85355782,114.0766349,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
ku-ngat-a,hook,A-L-1,A,L,u,infinitive,ng,t,ku-,158.5143008,152.1801493,156.0663253,NA,64.85576791,62.53254252,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
ku-ngat-a,hook,A-L-1,A,L,a,infinitive,ng,t,stem,187.3007858,161.6871188,171.0862165,15.0198912,78.10835472,67.948514,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
ku-ngat-a,hook,A-L-1,A,L,a,infinitive,ng,t,FV,200.1421579,190.1905074,194.944673,23.8584565,78.69019335,111.66526,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
ku-nol-a,sharpen by grinding,A-L-1,A,L,u,infinitive,n,l,ku-,152.9482538,147.6491668,149.8002161,NA,66.36070843,44.88817938,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nol-a,sharpen by grinding,A-L-1,A,L,o,infinitive,n,l,stem,169.9323761,156.5504007,161.8573753,12.0571592,70.3362755,73.94571836,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-nol-a,sharpen by grinding,A-L-1,A,L,a,infinitive,n,l,FV,190.5400133,185.8723807,188.2051783,26.347803,79.71645316,97.01961388,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
ku-pum-a,beat,A-L-1,A,L,u,infinitive,p,m,ku-,143.9910028,139.9726091,142.6840877,NA,62.92574416,26.08966365,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
ku-pum-a,beat,A-L-1,A,L,u,infinitive,p,m,stem,167.631219,164.8915924,166.1985449,23.5144572,66.8150932,49.09140479,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
ku-pum-a,beat,A-L-1,A,L,a,infinitive,p,m,FV,193.1462861,188.432012,191.699372,25.5008271,76.78230626,99.24949826,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
ku-tap-a,take from,A-L-1,A,L,u,infinitive,t,p,ku-,147.3074392,144.2564113,144.5523448,NA,60.23727154,35.39572754,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-tap-a,take from,A-L-1,A,L,a,infinitive,t,p,stem,181.9490493,174.4964742,178.5384119,33.9860671,77.0866096,76.46226445,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-tap-a,take from,A-L-1,A,L,a,infinitive,t,p,FV,193.4454991,186.6266818,191.3213405,12.7829286,78.28640068,95.58623494,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
ku-temb-a,curse,A-L-1,A,L,u,infinitive,t,mb,ku-,146.6845679,141.0568632,144.2817603,NA,62.89965122,34.1034713,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
ku-temb-a,curse,A-L-1,A,L,e,infinitive,t,mb,stem,175.2649624,170.4591359,172.7474257,28.4656654,71.02539525,64.47765045,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
ku-temb-a,curse,A-L-1,A,L,a,infinitive,t,mb,FV,191.417562,184.2294246,190.1640637,17.416638,78.59255568,93.81866613,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-mbat-a,stick on,A-L-2,A,L,a,distant past,mb,t,prefix,180.6475629,168.1611985,175.1116895,NA,76.73889988,65.13416489,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-mbat-a,stick on,A-L-2,A,L,u,distant past,mb,t,ku-,198.5785028,191.4014179,196.2127828,21.1010933,70.90254879,46.51321981,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-mbat-a,stick on,A-L-2,A,L,a,distant past,mb,t,stem,181.3676647,178.0988645,179.3357691,-16.8770137,78.65436658,58.41866573,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-mbat-a,stick on,A-L-2,A,L,a,distant past,mb,t,FV,195.3483786,188.3972836,191.8273951,12.491626,78.67783421,104.260097,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-muk-a,answer,A-L-2,A,L,a,distant past,m,k,prefix,176.4784429,162.3413484,171.004353,NA,75.57023335,66.36920632,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
w?a-ku-muk-a,answer,A-L-2,A,L,u,distant past,m,k,ku-,199.9184164,192.6402989,198.0816278,27.0772748,69.86527544,36.74910823,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
w?a-ku-muk-a,answer,A-L-2,A,L,u,distant past,m,k,stem,190.007393,179.2956635,186.5772871,-11.5043407,68.91286077,30.27700349,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
w?a-ku-muk-a,answer,A-L-2,A,L,a,distant past,m,k,FV,196.8587669,189.6250267,192.467634,5.8903469,77.86060189,97.13614289,no minimal pair,sonorants,voiceless obstruents,non-blocker,non-blocker
w?a-ku-nang-a,destroy,A-L-2,A,L,a,distant past,n,ng,prefix,185.9804657,169.7275627,179.893595,NA,77.69133914,72.26767116,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-nang-a,destroy,A-L-2,A,L,u,distant past,n,ng,ku-,200.0649724,194.2884117,198.092094,18.198499,72.51090023,39.92179837,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-nang-a,destroy,A-L-2,A,L,a,distant past,n,ng,stem,197.9884287,193.879766,195.8052981,-2.2867959,76.51558385,76.96077713,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-nang-a,destroy,A-L-2,A,L,a,distant past,n,ng,FV,199.7792475,187.8661422,196.4094668,0.6041687,79.91595371,90.51525708,no minimal pair,sonorants,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-ndond-a,go in line,A-L-2,A,L,a,distant past,nd,nd,prefix,178.0510875,162.162319,171.4055391,NA,77.68403457,75.76977083,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-ndond-a,go in line,A-L-2,A,L,u,distant past,nd,nd,ku-,199.8923463,196.5430586,198.9372726,27.5317335,72.34355504,49.95118046,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-ndond-a,go in line,A-L-2,A,L,o,distant past,nd,nd,stem,190.086758,184.787169,188.5417762,-10.3954964,70.96901831,73.34593516,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-ndond-a,go in line,A-L-2,A,L,a,distant past,nd,nd,FV,192.4477508,184.1390386,189.7823255,1.2405493,79.34562963,105.08714,no minimal pair,prenasalized voiced stops,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-ngat-a,hook,A-L-2,A,L,a,distant past,ng,t,prefix,177.7392857,171.3171871,175.475139,NA,78.23331662,67.46115414,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-ngat-a,hook,A-L-2,A,L,u,distant past,ng,t,ku-,207.31293,197.7699838,204.7714397,29.2963007,71.89773703,47.06115884,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-ngat-a,hook,A-L-2,A,L,a,distant past,ng,t,stem,187.1789538,181.3117655,183.4236607,-21.347779,78.38250224,59.42019492,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-ngat-a,hook,A-L-2,A,L,a,distant past,ng,t,FV,195.7737396,185.0691556,191.4086936,7.9850329,77.96930256,109.7827358,no minimal pair,prenasalized voiced stops,voiceless obstruents,non-blocker,non-blocker
w?a-ku-nol-a,sharpen by grinding,A-L-2,A,L,a,distant past,n,l,prefix,169.9014014,158.2816521,165.1948117,NA,76.06366467,68.4768327,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-nol-a,sharpen by grinding,A-L-2,A,L,u,distant past,n,l,ku-,198.6572601,189.6807962,193.8120637,28.617252,71.31327967,45.05888754,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-nol-a,sharpen by grinding,A-L-2,A,L,o,distant past,n,l,stem,186.1328147,181.994633,182.9603297,-10.851734,70.01234899,69.23639758,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-nol-a,sharpen by grinding,A-L-2,A,L,a,distant past,n,l,FV,189.8873058,183.8309984,185.8408014,2.8804717,78.17976144,92.93001916,no minimal pair,sonorants,sonorants,non-blocker,non-blocker
w?a-ku-pum-a,beat,A-L-2,A,L,a,distant past,p,m,prefix,186.1438779,165.0798635,178.0235929,NA,76.87979603,69.49892105,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
w?a-ku-pum-a,beat,A-L-2,A,L,u,distant past,p,m,ku-,194.1331664,188.9318247,193.4561486,15.4325557,71.64385457,36.31783144,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
w?a-ku-pum-a,beat,A-L-2,A,L,u,distant past,p,m,stem,197.23601,187.8792923,192.4878776,-0.968271,71.53845146,55.60133036,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
w?a-ku-pum-a,beat,A-L-2,A,L,a,distant past,p,m,FV,198.4324167,194.547261,196.3081798,3.8203022,77.35663562,102.7965855,no minimal pair,voiceless obstruents,sonorants,non-blocker,non-blocker
w?a-ku-tap-a,take from,A-L-2,A,L,a,distant past,t,p,prefix,179.9806564,168.6429922,175.718124,NA,76.21366051,67.00894008,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-tap-a,take from,A-L-2,A,L,u,distant past,t,p,ku-,196.8129895,180.9570103,193.9179372,18.1998132,65.92357705,41.14912336,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-tap-a,take from,A-L-2,A,L,a,distant past,t,p,stem,196.9279852,176.4870578,187.6219642,-6.295973,78.97528005,80.24807178,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-tap-a,take from,A-L-2,A,L,a,distant past,t,p,FV,194.2365984,180.5704135,187.3133727,-0.3085915,77.98297051,94.2428705,no minimal pair,voiceless obstruents,voiceless obstruents,non-blocker,non-blocker
w?a-ku-temb-a,curse,A-L-2,A,L,a,distant past,t,mb,prefix,186.0759245,165.9109996,177.8550412,NA,75.95187585,73.54725185,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-temb-a,curse,A-L-2,A,L,u,distant past,t,mb,ku-,201.3217867,195.7820827,199.3449657,21.4899245,70.41522422,36.07147134,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-temb-a,curse,A-L-2,A,L,e,distant past,t,mb,stem,200.23323,189.9527419,192.7472144,-6.5977513,74.964291,73.30863905,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
w?a-ku-temb-a,curse,A-L-2,A,L,a,distant past,t,mb,FV,191.6109874,186.3588536,188.7298729,-4.0173415,78.98393148,89.14892414,no minimal pair,voiceless obstruents,prenasalized voiced stops,non-blocker,non-blocker
ku-biy-a,cheat,B-H-1,B,H,u,infinitive,b,y,ku-,160.7449178,150.6882841,157.3747358,NA,69.41623722,63.93474917,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-biy-a,cheat,B-H-1,B,H,i,infinitive,b,y,stem,150.5322295,131.4175397,140.3763756,-16.9983602,67.33361658,55.93801393,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-biy-a,cheat,B-H-1,B,H,a,infinitive,b,y,FV,180.2907477,157.6610417,168.3617618,27.9853862,74.66350464,96.66281885,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dik-a,cover self,B-H-1,B,H,u,infinitive,d,k,ku-,151.1726288,147.574413,150.0378363,NA,64.76502729,44.92463183,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-dik-a,cover self,B-H-1,B,H,i,infinitive,d,k,stem,145.0655696,135.3374025,141.6235521,-8.4142842,67.15686889,55.74590552,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-dik-a,cover self,B-H-1,B,H,a,infinitive,d,k,FV,195.1480628,177.6752491,188.4087495,46.7851974,78.14061723,114.8731264,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-dum-a,attack,B-H-1,B,H,u,infinitive,d,m,ku-,153.9207331,150.3841308,152.6484277,NA,65.34791714,53.86590374,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dum-a,attack,B-H-1,B,H,u,infinitive,d,m,stem,147.1782998,134.2956052,142.9113903,-9.7370374,65.24208684,66.60590544,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dum-a,attack,B-H-1,B,H,a,infinitive,d,m,FV,189.1959902,172.2728451,182.4043965,39.4930062,75.0984094,113.8776048,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-gand-a,mark enemy,B-H-1,B,H,u,infinitive,g,nd,ku-,147.2674154,139.8406453,145.546144,NA,64.0533156,50.24286177,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-gand-a,mark enemy,B-H-1,B,H,a,infinitive,g,nd,stem,144.1618066,138.3959686,140.6110676,-4.9350764,73.29657869,79.13867453,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-gand-a,mark enemy,B-H-1,B,H,a,infinitive,g,nd,FV,188.394475,166.6855363,181.6915575,41.0804899,77.9182033,106.1573777,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-got-a,arrive at goal,B-H-1,B,H,u,infinitive,g,t,ku-,146.6614639,141.8721982,145.1335991,NA,61.32879777,45.36239043,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-got-a,arrive at goal,B-H-1,B,H,o,infinitive,g,t,stem,150.8555096,139.7386015,145.7691495,0.6355504,70.96408821,67.58126305,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-got-a,arrive at goal,B-H-1,B,H,a,infinitive,g,t,FV,189.3182004,180.3151552,185.1741668,39.4050173,76.51311698,111.1128677,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-hay-a,shout praises,B-H-1,B,H,u,infinitive,h,y,ku-,149.0922686,129.2150724,143.7175002,NA,68.01257978,60.64359996,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hay-a,shout praises,B-H-1,B,H,a,infinitive,h,y,stem,148.7621604,126.2410944,136.1474043,-7.5700959,72.80733705,109.3540083,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hay-a,shout praises,B-H-1,B,H,a,infinitive,h,y,FV,196.9340477,174.4849101,188.7591476,52.6117433,78.21836726,104.5680733,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-jomb-a,be absent from work,B-H-1,B,H,u,infinitive,j,mb,ku-,152.6462008,144.6674052,149.0873726,NA,63.89140727,48.13621281,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-jomb-a,be absent from work,B-H-1,B,H,o,infinitive,j,mb,stem,152.1169059,149.0171855,150.8487914,1.7614188,71.80446914,56.48347341,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-jomb-a,be absent from work,B-H-1,B,H,a,infinitive,j,mb,FV,191.403428,176.5195889,186.3232421,35.4744507,77.75079728,106.6460555,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
ku-khat-a,stick in throat,B-H-1,B,H,u,infinitive,kh,t,ku-,147.4749736,137.385667,143.7539058,NA,64.21029364,53.48941364,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-khat-a,stick in throat,B-H-1,B,H,a,infinitive,kh,t,stem,143.1257838,134.7750855,137.3880466,-6.3658592,69.94529653,53.30245981,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-khat-a,stick in throat,B-H-1,B,H,a,infinitive,kh,t,FV,187.4300455,178.859864,184.458165,47.0701184,76.88510854,104.3567915,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-phal-a,win race,B-H-1,B,H,u,infinitive,ph,l,ku-,149.14433,141.5637696,145.9482904,NA,64.78440887,44.19165264,no minimal pair,aspirates,sonorants,blocker,non-blocker
